candidateActorId,normalizedName,displayName,sourceSystem,venue,sourceFile,sourceColumn,sourceRecordId,issueDomain,activityAmount,matchRule,candidateOnly,claimBoundary
cand-fe4f95f11f70,GRAYMONT,GRAYMONT,LDA,visible_lobbying,lda-lobbying.csv,client,row-9,finance,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-e7f91e65a702,MICHAEL BEST STRATEGIES,MICHAEL BEST STRATEGIES LLC,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-9,finance,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-c3c954c82475,INGREDION,INGREDION INCORPORATED,LDA,visible_lobbying,lda-lobbying.csv,client,row-10,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-8e5f29d1259d,TORREY ADVISORY GROUP FORMERLY MICHAEL TORREY ASSOCIATES,"TORREY ADVISORY GROUP (FORMERLY MICHAEL TORREY ASSOCIATES, LLC)",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-10,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-b7b2193ebd04,KOREA ZINC,"KOREA ZINC COMPANY, LTD.",LDA,visible_lobbying,lda-lobbying.csv,client,row-11,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-2c5ecdca3e87,MERCURY PUBLIC AFFAIRS,"MERCURY PUBLIC AFFAIRS, LLC",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-11,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-216225d38876,MIAMI DADE COUNTY FLORIDA,"MIAMI-DADE COUNTY, FLORIDA",LDA,visible_lobbying,lda-lobbying.csv,client,row-12,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-3eae47ba934b,THORN RUN PARTNERS,THORN RUN PARTNERS,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-12,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-7749b948321b,MICHELIN NORTH AMERICA,MICHELIN NORTH AMERICA INC,LDA,visible_lobbying,lda-lobbying.csv,client,row-13,energy,0.2125,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-7749b948321b,MICHELIN NORTH AMERICA,"MICHELIN NORTH AMERICA, INC.",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-13,energy,0.2125,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-7749b948321b,MICHELIN NORTH AMERICA,MICHELIN NORTH AMERICA INC,LDA,visible_lobbying,lda-lobbying.csv,client,row-14,finance,0.2125,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-7749b948321b,MICHELIN NORTH AMERICA,"MICHELIN NORTH AMERICA, INC.",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-14,finance,0.2125,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-485c4ca2214d,MOSS LAKE NGL PROJECT,MOSS LAKE NGL PROJECT LLC,LDA,visible_lobbying,lda-lobbying.csv,client,row-15,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-a66752bc4601,PICARD GROUP,"THE PICARD GROUP, LLC",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-15,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-03b4cd70ad15,OPAL FUELS,OPAL FUELS INC.,LDA,visible_lobbying,lda-lobbying.csv,client,row-16,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-aa2abd728478,K L GATES,"K&L GATES, LLP",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-16,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-03b4cd70ad15,OPAL FUELS,OPAL FUELS INC.,LDA,visible_lobbying,lda-lobbying.csv,client,row-17,finance,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-aa2abd728478,K L GATES,"K&L GATES, LLP",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-17,finance,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-bb07369926fc,PACIFIC NORTHWEST WATERWAYS ASSOCIATION PNWA,PACIFIC NORTHWEST WATERWAYS ASSOCIATION (PNWA),LDA,visible_lobbying,lda-lobbying.csv,client,row-18,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-135a3b87729f,DESIMONE CONSULTING,"DESIMONE CONSULTING, LLC",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-18,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-867576ab63f0,PIPEFUSION CIPP,PIPEFUSION CIPP CORP.,LDA,visible_lobbying,lda-lobbying.csv,client,row-19,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-bb37e1280fce,NELSON MULLINS RILEY SCARBOROUGH,NELSON MULLINS RILEY & SCARBOROUGH,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-19,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-ebba5dd16d49,PURIFICO,PURIFICO CORP.,LDA,visible_lobbying,lda-lobbying.csv,client,row-20,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-bb37e1280fce,NELSON MULLINS RILEY SCARBOROUGH,NELSON MULLINS RILEY & SCARBOROUGH,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-20,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-f40ed01d4650,RWE OFFSHORE WIND HOLDINGS,"RWE OFFSHORE WIND HOLDINGS, LLC",LDA,visible_lobbying,lda-lobbying.csv,client,row-21,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-f40ed01d4650,RWE OFFSHORE WIND HOLDINGS,"RWE OFFSHORE WIND HOLDINGS, LLC",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-21,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-f40ed01d4650,RWE OFFSHORE WIND HOLDINGS,"RWE OFFSHORE WIND HOLDINGS, LLC",LDA,visible_lobbying,lda-lobbying.csv,client,row-22,finance,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-f40ed01d4650,RWE OFFSHORE WIND HOLDINGS,"RWE OFFSHORE WIND HOLDINGS, LLC",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-22,finance,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-558df51d3d1e,RWE OFFSHORE WIND SERVICES,"RWE OFFSHORE WIND SERVICES, LLC",LDA,visible_lobbying,lda-lobbying.csv,client,row-23,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-6574f74d4883,PUBLIC STRATEGIES WASHINGTON,"PUBLIC STRATEGIES WASHINGTON, INC.",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-23,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-558df51d3d1e,RWE OFFSHORE WIND SERVICES,"RWE OFFSHORE WIND SERVICES, LLC",LDA,visible_lobbying,lda-lobbying.csv,client,row-24,finance,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-6574f74d4883,PUBLIC STRATEGIES WASHINGTON,"PUBLIC STRATEGIES WASHINGTON, INC.",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-24,finance,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-750225ed9297,SIERRA CLUB,SIERRA CLUB,LDA,visible_lobbying,lda-lobbying.csv,client,row-25,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-1ea3600ec2aa,WAXMAN STRATEGIES,WAXMAN STRATEGIES,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-25,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-3a69727b96d1,SOLUGEN,SOLUGEN INC,LDA,visible_lobbying,lda-lobbying.csv,client,row-26,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-3a69727b96d1,SOLUGEN,SOLUGEN INC,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-26,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-455b93a086ce,SONOMA COUNTY TRANSPORTATION AUTHORITY RECGIONAL CLIMATE PROTECTION AUTHORITY,SONOMA COUNTY TRANSPORTATION AUTHORITY RECGIONAL CLIMATE PROTECTION AUTHORITY,LDA,visible_lobbying,lda-lobbying.csv,client,row-27,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-bbba2ff1f444,MURRAY MONTGOMERY O DONNELL,"MURRAY, MONTGOMERY & O'DONNELL",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-27,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-a4dd1292c58d,GENERATION FOUNDATION,THE GENERATION FOUNDATION,LDA,visible_lobbying,lda-lobbying.csv,client,row-28,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-a4dd1292c58d,GENERATION FOUNDATION,THE GENERATION FOUNDATION,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-28,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-d099ded0ff21,TOTALENERGIES WASHINGTON OFFICE F K TOTAL WASHINGTON DC REPRESENTATIVE OFFIC,"TOTALENERGIES WASHINGTON OFFICE, F/K/A TOTAL WASHINGTON, DC REPRESENTATIVE OFFIC",LDA,visible_lobbying,lda-lobbying.csv,client,row-29,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-d099ded0ff21,TOTALENERGIES WASHINGTON OFFICE F K TOTAL WASHINGTON DC REPRESENTATIVE OFFIC,"TOTALENERGIES WASHINGTON OFFICE, F/K/A TOTAL WASHINGTON, DC REPRESENTATIVE OFFIC",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-29,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-d099ded0ff21,TOTALENERGIES WASHINGTON OFFICE F K TOTAL WASHINGTON DC REPRESENTATIVE OFFIC,"TOTALENERGIES WASHINGTON OFFICE, F/K/A TOTAL WASHINGTON, DC REPRESENTATIVE OFFIC",LDA,visible_lobbying,lda-lobbying.csv,client,row-30,finance,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-d099ded0ff21,TOTALENERGIES WASHINGTON OFFICE F K TOTAL WASHINGTON DC REPRESENTATIVE OFFIC,"TOTALENERGIES WASHINGTON OFFICE, F/K/A TOTAL WASHINGTON, DC REPRESENTATIVE OFFIC",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-30,finance,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-abd23d271db5,US STRATEGIC METALS,US STRATEGIC METALS,LDA,visible_lobbying,lda-lobbying.csv,client,row-31,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-472f2c537845,HB STRATEGIES,HB STRATEGIES,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-31,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-ef98f6b3a832,UTAH LAKE AUTHORITY,UTAH LAKE AUTHORITY,LDA,visible_lobbying,lda-lobbying.csv,client,row-32,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-93721fe75393,CAPGOV,"CAPGOV, LLC",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-32,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-8597a23c4a2b,VERICARBON,VERICARBON,LDA,visible_lobbying,lda-lobbying.csv,client,row-33,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-2ad5cc8e7c6e,DUTKO WORLDWIDE,"DUTKO WORLDWIDE, LLC",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-33,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-3c2564dad212,WILLAMETTE FALLS TRUST,WILLAMETTE FALLS TRUST,LDA,visible_lobbying,lda-lobbying.csv,client,row-34,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-c1b0fad0719f,GALLATIN PUBLIC AFFAIRS,GALLATIN PUBLIC AFFAIRS,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-34,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-eb89ede49c63,WORKING FAMILIES ORGANIZATION,"WORKING FAMILIES ORGANIZATION, INC.",LDA,visible_lobbying,lda-lobbying.csv,client,row-35,energy,0.0100,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-c92b1306b0ba,NVG,"NVG, LLC",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-35,energy,0.0100,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-01ad1800f0b2,WORLD WILDLIFE FUND,"WORLD WILDLIFE FUND, INC.",LDA,visible_lobbying,lda-lobbying.csv,client,row-36,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-c62e63f53347,MCCARTIN PUBLIC POLICY GROUP,MCCARTIN PUBLIC POLICY GROUP LLC,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-36,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-d7e1424c04b7,AKIN GUMP STRAUSS HAUER FELD OBO PORT CORPUS CHRISTI AUTHORITY,AKIN GUMP STRAUSS HAUER & FELD LLP OBO PORT OF CORPUS CHRISTI AUTHORITY,LDA,visible_lobbying,lda-lobbying.csv,client,row-37,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-d78c90e7e46f,VALIANT STRATEGIES,VALIANT STRATEGIES LLC,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-37,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-e7f59d5d533d,AMERICAN CRITICAL MINERALS ASSOCIATION,AMERICAN CRITICAL MINERALS ASSOCIATION,LDA,visible_lobbying,lda-lobbying.csv,client,row-38,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-38a4bec2e968,CORNERSTONE GOVERNMENT AFFAIRS,"CORNERSTONE GOVERNMENT AFFAIRS, INC.",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-38,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-e7f59d5d533d,AMERICAN CRITICAL MINERALS ASSOCIATION,AMERICAN CRITICAL MINERALS ASSOCIATION,LDA,visible_lobbying,lda-lobbying.csv,client,row-39,finance,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-38a4bec2e968,CORNERSTONE GOVERNMENT AFFAIRS,"CORNERSTONE GOVERNMENT AFFAIRS, INC.",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-39,finance,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-59e181b883cb,ARKANSAS OIL MARKETERS ASSOCIATION,ARKANSAS OIL MARKETERS ASSOCIATION,LDA,visible_lobbying,lda-lobbying.csv,client,row-40,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-db6803f24076,NATURAL STATE CONSULTING STRATEGIES,NATURAL STATE CONSULTING AND STRATEGIES,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-40,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-f02755df2c26,CARBEK,CARBEK INC.,LDA,visible_lobbying,lda-lobbying.csv,client,row-41,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-d7e713db359a,WILMER CUTLER PICKERING HALE DORR,WILMER CUTLER PICKERING HALE AND DORR LLP,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-41,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-0a1d85f8e5f1,CARBON ENGINEERING ULC FORMERLY KNOWN AS CARBON ENGINEERING,CARBON ENGINEERING ULC (FORMERLY KNOWN AS CARBON ENGINEERING LTD.),LDA,visible_lobbying,lda-lobbying.csv,client,row-42,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-1ea3600ec2aa,WAXMAN STRATEGIES,WAXMAN STRATEGIES,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-42,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-0a1d85f8e5f1,CARBON ENGINEERING ULC FORMERLY KNOWN AS CARBON ENGINEERING,CARBON ENGINEERING ULC (FORMERLY KNOWN AS CARBON ENGINEERING LTD.),LDA,visible_lobbying,lda-lobbying.csv,client,row-43,finance,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-1ea3600ec2aa,WAXMAN STRATEGIES,WAXMAN STRATEGIES,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-43,finance,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-13aeb3758bee,CHAMPIONX,CHAMPIONX,LDA,visible_lobbying,lda-lobbying.csv,client,row-44,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-4aefcd7c7ba9,CGCN GROUP,"CGCN GROUP, LLC",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-44,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-2c1bde6cb9b5,CITIZENS FOR RESPONSIBLE ENERGY SOLUTIONS CRES,CITIZENS FOR RESPONSIBLE ENERGY SOLUTIONS (CRES),LDA,visible_lobbying,lda-lobbying.csv,client,row-45,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-39db075a0df2,FORBES TATE,FORBES-TATE,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-45,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-5a6c179adf8d,CITY WOODWAY,CITY OF WOODWAY,LDA,visible_lobbying,lda-lobbying.csv,client,row-46,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-3ddc8796ea5f,HICKS RAY ASSOCIATES,HICKS-RAY ASSOCIATES,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-46,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-4127ce84da70,COLUMBIA RIVERKEEPER,COLUMBIA RIVERKEEPER,LDA,visible_lobbying,lda-lobbying.csv,client,row-47,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-4127ce84da70,COLUMBIA RIVERKEEPER,COLUMBIA RIVERKEEPER,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-47,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-2dcdbe32a965,ECOENGINEERS,ECOENGINEERS,LDA,visible_lobbying,lda-lobbying.csv,client,row-48,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-be0d2762409f,AJW,"AJW, INC.",LDA,visible_lobbying,lda-lobbying.csv,registrant,row-48,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-b47c8a0db653,EXXON MOBIL,EXXON MOBIL CORP.,LDA,visible_lobbying,lda-lobbying.csv,client,row-49,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
cand-e353cb282a93,EMPIRE CONSULTING GROUP,EMPIRE CONSULTING GROUP,LDA,visible_lobbying,lda-lobbying.csv,registrant,row-49,energy,0.0000,normalized-name-exact,true,"manual-review seed only; does not clear first-wave source-product, causal-calibration, or venue-shifting detection gates"
