generatedAt,releaseTag,releaseDate,omittedActorId,omittedActorName,omittedGroup,fullEstimate,leaveOneEstimate,leaveOneEstimateExpPercent,shiftFromFull,signStable,status,claimBoundary,notes
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-0bacc6017010,"COLORADO LEGISLATIVE SERVICES, LLC",control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.320558,-27.43,-0.030618,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-104f510fd5f1,MESA STATE COLLEGE,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.304580,-26.26,-0.014640,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-2254ea1330e0,COLORADO CHIROPRACTIC ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.313294,-26.90,-0.023355,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-22685ef7eba1,COLORADO COMMUNITY COLLEGE SYSTEM,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.305633,-26.33,-0.015693,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-3ac9c1100a5a,HOME CARE ASSN OF COLO,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.310204,-26.67,-0.020264,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-6b9b8c8c0a16,COLORADO BANKERS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.314417,-26.98,-0.024478,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-758a0126410b,COLORADO HOSPITAL ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.304815,-26.27,-0.014875,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-7f7eb3ead4ea,COLORADO ASSOCIATION OF HOME BUILDERS,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.334539,-28.43,-0.044599,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-80ee761a6f12,"COLORADO COUNTIES, INC.",control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.326263,-27.84,-0.036324,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-9096919a2514,COLORADO COMPETITIVE COUNCIL,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.332497,-28.29,-0.042558,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-9aa64de8d66e,COLO MEDICAL SOCIETY,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.309228,-26.60,-0.019288,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-9c22b3350766,COLO TRIAL LAWYERS ASSN,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.316769,-27.15,-0.026829,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-a6b02d1fc05e,COALITION FOR THOROUGH & UNIFORM COLORADO PUBLIC EDUCATION SYSTEM,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.189029,-17.22,0.100910,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-a9dd129f18bb,COLORADO RETAIL COUNCIL,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.300781,-25.98,-0.010841,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-c6fc0835cd94,COLORADO WINNING EDGE,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.326713,-27.87,-0.036773,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-c9a8745f0cee,CITY & COUNTY OF DENVER,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.297312,-25.72,-0.007372,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-cdc34b8a0f81,COLORADO EDUCATION ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.301719,-26.05,-0.011779,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-d4b976aead01,COLORADO OIL & GAS ASSOCIATION,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.309228,-26.60,-0.019288,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-d57b93ce4bf8,COLORADO SCHOOL OF MINES,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.308382,-26.54,-0.018443,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-d6e60e991fc6,COLO COMMUNIQUE INC,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.298616,-25.82,-0.008676,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-e7ae3a328573,JEFFERSON COUNTY JUSTICE SERVICES DIVISON,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,0.111013,11.74,0.400952,no,sign_flip,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-eddefaed5467,COLO MINING ASSN,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.304186,-26.23,-0.014247,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
2026-06-19T00:00:00Z,paper-publication-readiness-2026-06-19-r208,2026-06-19,co-control-fe8639332b2e,COLORADO CATHOLIC CONFERENCE,control_unaffected_colorado_state_lobbying_jurisdiction,-0.289940,-0.334855,-28.46,-0.044915,yes,direction_stable,"Descriptive source-confounded HLOGA panel diagnostics only; no causal substitution effect, hidden-channel magnitude, policy calibration, or national generalization.",Leave-one-actor diagnostic only; the full design remains source-confounded.
