canonicalActorId,committeeId,halfYear,periodStart,periodEnd,status,reasonCodes,rawReportCount,latestReportCount,eligibleReportCount,acceptedReportCount,missingRawOutcomeCells,unknownVersionRecordIds,sourceRecordIds,adjudicationIds,detail,claimBoundary
cand-d5522e62fad7,C00007450,2008H1,2008-01-01,2008-06-30,observed_complete,,8,6,6,6,3,,file:322652;file:327133;file:331666;file:339721;file:345419;file:346562;file:350952;image:28039750585,,Complete source-marked report coverage.,Acquisition-frame coverage only; unresolved outcomes are not zeros; no treatment/control assignment or causal effect.
cand-d5522e62fad7,C00007450,2008H2,2008-07-01,2008-12-31,observed_complete,,7,6,6,6,0,,file:358472;file:363084;file:371095;file:371104;file:372233;file:386059;file:395436,,Complete source-marked report coverage.,Acquisition-frame coverage only; unresolved outcomes are not zeros; no treatment/control assignment or causal effect.
cand-f7178708cc78,C00024521,2003H1,2003-01-01,2003-06-30,observed_complete,,2,1,1,1,0,,file:90878;file:99858,,Complete source-marked report coverage.,Acquisition-frame coverage only; unresolved outcomes are not zeros; no treatment/control assignment or causal effect.
cand-f7178708cc78,C00024521,2003H2,2003-07-01,2003-12-31,observed_complete,,1,1,1,1,0,,file:105304,,Complete source-marked report coverage.,Acquisition-frame coverage only; unresolved outcomes are not zeros; no treatment/control assignment or causal effect.
cand-f7178708cc78,C00024521,2004H1,2004-01-01,2004-06-30,observed_complete,,6,6,6,6,0,,file:108867;file:112298;file:117497;file:118948;file:122735;file:128373,,Complete source-marked report coverage.,Acquisition-frame coverage only; unresolved outcomes are not zeros; no treatment/control assignment or causal effect.
cand-f7178708cc78,C00024521,2004H2,2004-07-01,2004-12-31,observed_complete,,7,6,6,6,0,,file:131092;file:135473;file:140349;file:140428;file:148410;file:153745;file:161740,,Complete source-marked report coverage.,Acquisition-frame coverage only; unresolved outcomes are not zeros; no treatment/control assignment or causal effect.
cand-f7178708cc78,C00024521,2005H1,2005-01-01,2005-06-30,observed_complete,,8,6,6,6,0,,file:165321;file:167861;file:171818;file:174413;file:174425;file:176907;file:178648;file:184332,,Complete source-marked report coverage.,Acquisition-frame coverage only; unresolved outcomes are not zeros; no treatment/control assignment or causal effect.
cand-f7178708cc78,C00024521,2005H2,2005-07-01,2005-12-31,observed_complete,,7,6,6,6,0,,file:184373;file:186877;file:190134;file:192143;file:194256;file:194277;file:198774,,Complete source-marked report coverage.,Acquisition-frame coverage only; unresolved outcomes are not zeros; no treatment/control assignment or causal effect.
cand-f7178708cc78,C00024521,2006H1,2006-01-01,2006-06-30,observed_complete,,7,6,6,6,0,,file:202780;file:206457;file:207661;file:213708;file:218034;file:222632;file:229566,,Complete source-marked report coverage.,Acquisition-frame coverage only; unresolved outcomes are not zeros; no treatment/control assignment or causal effect.
cand-f7178708cc78,C00024521,2006H2,2006-07-01,2006-12-31,observed_complete,,7,6,6,6,3,,file:233195;file:239039;file:245949;file:249207;file:263195;file:271412;image:26039250510,,Complete source-marked report coverage.,Acquisition-frame coverage only; unresolved outcomes are not zeros; no treatment/control assignment or causal effect.
cand-f7178708cc78,C00024521,2007H1,2007-01-01,2007-06-30,observed_complete,,4,1,1,1,3,,file:298238;file:325242;file:355291;image:28039644895,,Complete source-marked report coverage.,Acquisition-frame coverage only; unresolved outcomes are not zeros; no treatment/control assignment or causal effect.
cand-f7178708cc78,C00024521,2007H2,2007-07-01,2007-12-31,observed_complete,,8,3,3,3,3,,file:303867;file:310701;file:314798;file:355321;file:355346;file:355356;file:376556;image:28039652828,,Complete source-marked report coverage.,Acquisition-frame coverage only; unresolved outcomes are not zeros; no treatment/control assignment or causal effect.
cand-f7178708cc78,C00024521,2008H1,2008-01-01,2008-06-30,observed_complete,,12,6,6,6,0,,file:323662;file:327554;file:334913;file:340747;file:345346;file:353486;file:355359;file:355439;file:355458;file:355805;file:357159;file:372373,,Complete source-marked report coverage.,Acquisition-frame coverage only; unresolved outcomes are not zeros; no treatment/control assignment or causal effect.
cand-f7178708cc78,C00024521,2008H2,2008-07-01,2008-12-31,observed_complete,,9,5,6,6,3,,file:358454;file:363009;file:372416;file:372466;file:372529;file:374122;file:388257;file:399562;file:418573,fec-aaj-2008-30g-supplement,Complete report coverage with source-reviewed supplement adjudication.,Acquisition-frame coverage only; unresolved outcomes are not zeros; no treatment/control assignment or causal effect.
