canonicalActorId,issueCode,periodStart,periodEnd,venue,activityType,activityMeasure,activityAmount,sourceSystem,sourceRecordId,exposureGroup,reformEventId,activityUnits,jurisdiction,matchConfidence,candidateOnly,candidateStatus,linkageEvidenceClass,reviewPriority,reviewPriorityScore,reviewRiskFlags,notes
cand-b873bf167c67,candidate-energy,2024-01-01,2024-06-30,intermediary,organization,2.5814,2.5814,Intermediary bridge,208948868,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b873bf167c67,candidate-energy,2024-07-01,2024-12-31,intermediary,organization,2.5814,2.5814,Intermediary bridge,208948868,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-01-01,2024-06-30,opaque_nonprofit_or_dark_money,source,0.7570,0.7570,IRS/ProPublica dark-money bridge,130433430,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-07-01,2024-12-31,opaque_nonprofit_or_dark_money,source,0.7570,0.7570,IRS/ProPublica dark-money bridge,130433430,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-01-01,2024-06-30,opaque_nonprofit_or_dark_money,source,0.0600,0.0600,IRS/ProPublica dark-money bridge,130433430-2024-12-01-schedule-i-1,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-07-01,2024-12-31,opaque_nonprofit_or_dark_money,source,0.0600,0.0600,IRS/ProPublica dark-money bridge,130433430-2024-12-01-schedule-i-1,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-01-01,2024-06-30,opaque_nonprofit_or_dark_money,source,0.0250,0.0250,IRS/ProPublica dark-money bridge,130433430-2024-12-01-schedule-i-5,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-07-01,2024-12-31,opaque_nonprofit_or_dark_money,source,0.0250,0.0250,IRS/ProPublica dark-money bridge,130433430-2024-12-01-schedule-i-5,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-01-01,2024-06-30,opaque_nonprofit_or_dark_money,source,0.0125,0.0125,IRS/ProPublica dark-money bridge,130433430-2024-12-01-schedule-i-2,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-07-01,2024-12-31,opaque_nonprofit_or_dark_money,source,0.0125,0.0125,IRS/ProPublica dark-money bridge,130433430-2024-12-01-schedule-i-2,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-01-01,2024-06-30,opaque_nonprofit_or_dark_money,source,0.0075,0.0075,IRS/ProPublica dark-money bridge,130433430-2024-12-01-schedule-i-6,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-07-01,2024-12-31,opaque_nonprofit_or_dark_money,source,0.0075,0.0075,IRS/ProPublica dark-money bridge,130433430-2024-12-01-schedule-i-6,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-01-01,2024-06-30,opaque_nonprofit_or_dark_money,source,0.0075,0.0075,IRS/ProPublica dark-money bridge,130433430-2024-12-01-schedule-i-4,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-07-01,2024-12-31,opaque_nonprofit_or_dark_money,source,0.0075,0.0075,IRS/ProPublica dark-money bridge,130433430-2024-12-01-schedule-i-4,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-01-01,2024-06-30,opaque_nonprofit_or_dark_money,source,0.0063,0.0063,IRS/ProPublica dark-money bridge,130433430-2024-12-01-schedule-i-3,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-07-01,2024-12-31,opaque_nonprofit_or_dark_money,source,0.0063,0.0063,IRS/ProPublica dark-money bridge,130433430-2024-12-01-schedule-i-3,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-01-01,2024-06-30,opaque_nonprofit_or_dark_money,source,0.0060,0.0060,IRS/ProPublica dark-money bridge,130433430-2024-12-01-schedule-i-7,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-07-01,2024-12-31,opaque_nonprofit_or_dark_money,source,0.0060,0.0060,IRS/ProPublica dark-money bridge,130433430-2024-12-01-schedule-i-7,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-01-01,2024-06-30,intermediary,organization,2.2710,2.2710,Intermediary bridge,130433430,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-b905d6833296,candidate-energy,2024-07-01,2024-12-31,intermediary,organization,2.2710,2.2710,Intermediary bridge,130433430,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-81f6b7aa7e13,candidate-finance,2024-01-01,2024-06-30,opaque_nonprofit_or_dark_money,source,0.3118,0.3118,IRS/ProPublica dark-money bridge,237065623,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-81f6b7aa7e13,candidate-finance,2024-07-01,2024-12-31,opaque_nonprofit_or_dark_money,source,0.3118,0.3118,IRS/ProPublica dark-money bridge,237065623,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-81f6b7aa7e13,candidate-finance,2024-01-01,2024-06-30,intermediary,organization,0.9352,0.9352,Intermediary bridge,237065623,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-81f6b7aa7e13,candidate-finance,2024-07-01,2024-12-31,intermediary,organization,0.9352,0.9352,Intermediary bridge,237065623,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-91ca3975167f,candidate-energy,2024-01-01,2024-06-30,opaque_nonprofit_or_dark_money,source,0.3054,0.3054,IRS/ProPublica dark-money bridge,130659550,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-91ca3975167f,candidate-energy,2024-07-01,2024-12-31,opaque_nonprofit_or_dark_money,source,0.3054,0.3054,IRS/ProPublica dark-money bridge,130659550,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-91ca3975167f,candidate-energy,2024-01-01,2024-06-30,intermediary,organization,0.9164,0.9164,Intermediary bridge,130659550,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-91ca3975167f,candidate-energy,2024-07-01,2024-12-31,intermediary,organization,0.9164,0.9164,Intermediary bridge,130659550,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-42ee0d4c22b9,candidate-energy,2024-01-01,2024-06-30,opaque_nonprofit_or_dark_money,source,0.2495,0.2495,IRS/ProPublica dark-money bridge,135266605,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-42ee0d4c22b9,candidate-energy,2024-07-01,2024-12-31,opaque_nonprofit_or_dark_money,source,0.2495,0.2495,IRS/ProPublica dark-money bridge,135266605,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-42ee0d4c22b9,candidate-energy,2024-01-01,2024-06-30,intermediary,organization,0.7486,0.7486,Intermediary bridge,135266605,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-42ee0d4c22b9,candidate-energy,2024-07-01,2024-12-31,intermediary,organization,0.7486,0.7486,Intermediary bridge,135266605,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-d4262e54f05c,candidate-energy,2024-01-01,2024-06-30,opaque_nonprofit_or_dark_money,source,0.2246,0.2246,IRS/ProPublica dark-money bridge,030554750,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-d4262e54f05c,candidate-energy,2024-07-01,2024-12-31,opaque_nonprofit_or_dark_money,source,0.2246,0.2246,IRS/ProPublica dark-money bridge,030554750,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-d4262e54f05c,candidate-energy,2024-01-01,2024-06-30,opaque_nonprofit_or_dark_money,recipient,0.1875,0.1875,IRS/ProPublica dark-money bridge,275278038-2024-12-01-schedule-i-8,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-pre-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
cand-d4262e54f05c,candidate-energy,2024-07-01,2024-12-31,opaque_nonprofit_or_dark_money,recipient,0.1875,0.1875,IRS/ProPublica dark-money bridge,275278038-2024-12-01-schedule-i-8,comparison_candidate_unreviewed,hloga-2007-federal-lobbying-disclosure,normalized_candidate_activity,candidate_unreviewed,0.3500,true,candidate_unreviewed_not_estimation_ready,shared-source-identifier-overlap,P1-manual-review,0.7600,none,"candidate-only automated name-overlap seed; not manually adjudicated; does not clear first-wave source-product, venue-shifting, or causal-calibration gates; candidate-post-window periodization is a review scaffold, not observed pre/post substitution evidence; P1-manual-review review queue"
