canonicalActorId,committeeId,committeeName,reportYear,reportType,fileNumber,sourceRecordId,periodStart,periodEnd,receiptDate,amendmentIndicator,mostRecent,isAmended,amendmentChain,candidateContributionsDollars,independentExpendituresDollars,totalDisbursementsDollars,sourceUrl,sourceRetrievedAt,linkStatus,claimBoundary
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2004,12G,142528,file:142528,2004-10-01,2004-10-13,2004-10-19,N,true,false,142528,8000.00,0.00,8000.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/142528/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2004,30G,152512,file:152512,2004-10-14,2004-11-22,2004-11-30,N,true,false,152512,22083.49,0.00,22083.49,https://docquery.fec.gov/cgi-bin/forms/C00007450/152512/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2004,YE,159012,file:159012,2004-11-23,2004-12-31,2005-01-14,N,true,false,159012,0.00,0.00,0.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/159012/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2005,M2,164772,file:164772,2005-01-01,2005-01-31,2005-02-13,N,true,false,164772,14000.00,0.00,14004.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/164772/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2005,M3,167336,file:167336,2005-02-01,2005-02-28,2005-03-14,N,true,false,167336,13000.00,0.00,14000.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/167336/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2005,M4,170376,file:170376,2005-03-01,2005-03-31,2005-04-13,N,true,false,170376,26000.00,0.00,26002.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/170376/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2005,M5,173936,file:173936,2005-04-01,2005-04-30,2005-05-13,N,true,false,173936,6000.00,0.00,7337.39,https://docquery.fec.gov/cgi-bin/forms/C00007450/173936/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2005,M6,176299,file:176299,2005-05-01,2005-05-31,2005-06-15,N,true,false,176299,37415.43,0.00,37417.43,https://docquery.fec.gov/cgi-bin/forms/C00007450/176299/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2005,M7,179417,file:179417,2005-06-01,2005-06-30,2005-07-14,N,true,false,179417,20500.00,0.00,20502.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/179417/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2005,M8,184036,file:184036,2005-07-01,2005-07-31,2005-08-11,N,true,false,184036,8500.00,0.00,8502.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/184036/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2005,M9,185999,file:185999,2005-08-01,2005-08-31,2005-09-12,N,true,false,185999,1000.00,0.00,1002.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/185999/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2005,M10,189835,file:189835,2005-09-01,2005-09-30,2005-10-18,N,true,false,189835,31500.00,0.00,31502.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/189835/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2005,M11,191500,file:191500,2005-10-01,2005-10-31,2005-11-14,N,true,false,191500,5000.00,0.00,5102.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/191500/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2005,M12,193480,file:193480,2005-11-01,2005-11-30,2005-12-14,N,true,false,193480,13100.00,0.00,13102.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/193480/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2005,YE,195858,file:195858,2005-12-01,2005-12-31,2006-01-12,N,true,false,195858,4000.00,0.00,4002.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/195858/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2006,M2,201515,file:201515,2006-01-01,2006-01-31,2006-02-08,N,true,false,201515,0.00,0.00,2.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/201515/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2006,M3,206083,file:206083,2006-02-01,2006-02-28,2006-03-13,N,true,false,206083,0.00,0.00,5.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/206083/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2006,M4,210134,file:210134,2006-03-01,2006-03-31,2006-04-12,N,true,false,210134,21000.00,0.00,21005.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/210134/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2006,M5,216827,file:216827,2006-04-01,2006-04-30,2006-05-10,N,true,false,216827,20000.00,0.00,20005.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/216827/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2006,M6,222326,file:222326,2006-05-01,2006-05-31,2006-06-16,N,true,false,222326,22500.00,0.00,22505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/222326/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2006,M7,228377,file:228377,2006-06-01,2006-06-30,2006-07-16,N,true,false,228377,31350.00,0.00,31850.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/228377/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2006,M8,233122,file:233122,2006-07-01,2006-07-31,2006-08-10,N,true,false,233122,16000.00,0.00,16010.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/233122/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2006,M9,238477,file:238477,2006-08-01,2006-08-31,2006-09-18,N,false,true,238477,6500.00,0.00,6505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/238477/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2006,M9,245393,file:245393,2006-08-01,2006-08-31,2006-10-18,A,true,false,238477;245393,6500.00,0.00,6505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/245393/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2006,M10,246360,file:246360,2006-09-01,2006-09-30,2006-10-19,N,true,false,246360,50000.00,0.00,50005.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/246360/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2006,12P,249337,file:249337,2006-10-01,2006-10-18,2006-10-24,N,true,false,249337,0.00,0.00,0.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/249337/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2006,30G,262365,file:262365,2006-10-19,2006-11-27,2006-12-06,N,true,false,262365,35500.00,0.00,35505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/262365/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2006,YE,269683,file:269683,2006-11-28,2006-12-31,2007-01-17,N,true,false,269683,5133.50,0.00,5143.50,https://docquery.fec.gov/cgi-bin/forms/C00007450/269683/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2007,M2,277715,file:277715,2007-01-01,2007-01-31,2007-02-19,N,true,false,277715,0.00,0.00,5.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/277715/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2007,M3,281356,file:281356,2007-02-01,2007-02-28,2007-03-19,N,true,false,281356,32500.00,0.00,32505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/281356/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2007,M4,284274,file:284274,2007-03-01,2007-03-31,2007-04-13,N,true,false,284274,28500.00,0.00,29505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/284274/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2007,M5,288733,file:288733,2007-04-01,2007-04-30,2007-05-17,N,true,false,288733,27000.00,0.00,27005.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/288733/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2007,M6,290859,file:290859,2007-05-01,2007-05-31,2007-06-14,N,true,false,290859,29500.00,0.00,29505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/290859/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
